Name,Overall,Pace,Shooting,Passing,Dribbling,Defense,Physical
Kevin Wolze,67,78,64,63,67,62,71
Kévin Bru,67,70,53,69,70,57,65
Lukas Van Eenoo,67,61,62,68,69,52,57
Licá,67,75,63,63,66,40,69
Erik Israelsson,67,58,67,62,62,59,82
Loïc Nestor,67,64,40,54,50,66,73
Francesco Migliore,67,73,36,60,65,63,76
Richard Sukuta-Pasu,67,72,64,53,63,33,80
Jonathan Ayité,67,71,66,59,64,24,64
Dario Vidosic,67,74,66,68,66,48,65
Sascha Kotysch,67,43,38,59,50,67,71
Guilherme Finkler,67,54,64,71,65,25,51
Muhamed Keita,67,81,65,60,68,28,60
Seb Hines,67,66,32,52,53,65,70
Mathieu Baudry,67,57,32,49,58,67,68
Jonathan Reis,67,67,68,59,66,25,54
Danny Hylton,67,68,64,58,64,50,78
Jay O'Shea,67,67,67,63,70,31,62
Hiroyuki Taniguchi,67,57,62,63,65,64,68
Tarek Elrich,67,75,54,59,63,64,67
Matt McKay,67,65,55,65,65,55,64
Adam Danch,67,57,47,52,58,66,69
Björn Kopplin,67,82,38,58,64,64,70
Ridge Munsy,67,83,64,46,63,34,76
Cédric Avinel,67,72,46,48,44,64,78
Osmar Mares,67,75,59,67,67,63,65
Xavier Báez,67,63,60,65,65,60,67
Brad Evans,67,63,65,66,66,66,66
Tommy Rowe,67,75,54,62,67,65,64
Jesper Juelsgård,67,70,43,58,62,62,77
Liam Trotter,67,64,63,64,65,60,75
Andrea Paolucci,67,72,58,65,68,56,64
Kees Luijckx,67,55,53,56,58,66,70
Jordan Harvey,67,66,54,59,61,64,72
Simone Iacoponi,67,80,32,40,53,66,69
Stephen Darby,67,76,36,54,63,66,73
Dean Cox,67,73,63,66,68,25,70
Marco Rossi,67,60,30,40,44,65,74
Hakan Özmert,67,41,54,66,65,62,72
Łukasz Broź,67,61,56,64,67,66,65
Simone Grippo,67,60,54,60,56,63,80
Amaury Bischoff,67,55,50,73,70,34,47
Kai Bülow,67,41,39,57,53,65,75
Manuel Konrad,67,64,56,57,55,67,78
Cyriaque Louvion,67,38,47,57,46,65,77
Robert Müller,67,69,47,49,56,66,77
Toni Wachsmuth,67,65,46,56,44,65,71
Jesper Arvidsson,67,62,50,67,59,64,71
Federico González,67,67,64,62,69,31,68
Pierre Gibaud,67,68,45,51,58,70,75
Scott Sutter,67,64,52,63,63,63,79
Carmelo Valencia,67,66,67,57,67,47,59
Robert Milsom,67,66,64,66,64,61,76
Lee Sang Ho,67,84,64,63,66,49,71
Lee Keun Ho,67,73,63,61,66,42,68
Cezary Wilk,67,59,58,65,59,63,68
Jonathan Bornstein,67,66,54,61,65,65,66
Joeri Dequevy,67,75,63,59,72,30,50
Jørgen Horn,67,69,29,51,43,63,75
Joe Skarz,67,67,36,57,58,66,72
Michael Bostwick,67,58,59,56,53,64,83
James Wilson,67,68,30,50,57,66,72
Nicky Law,67,72,55,62,66,47,69
Branimir Bajić,67,32,42,59,51,66,66
Giles Barnes,67,75,67,64,66,42,71
Lionel Ainsworth,67,88,60,61,67,22,42
Tomás Charles,67,49,52,58,60,66,70
Andrea Rossi,67,79,40,58,62,62,62
Antonino Barillà,67,88,64,66,66,61,77
Rhoys Wiggins,67,59,42,57,63,69,69
Siebe Blondelle,67,51,47,60,56,65,71
Tommy Spurr,67,65,53,58,59,64,71
Jade North,67,64,50,53,49,65,74
Liam Craig,67,74,65,67,66,61,75
Chus Herrero,67,56,39,50,44,65,72
Andrea Mengoni,67,53,38,40,43,67,77
Łukasz Piątek,67,50,66,66,67,60,71
Shaun MacDonald,67,60,58,63,67,64,71
Maxime Biset,67,39,43,51,43,66,77
Vullnet Basha,67,63,61,65,60,62,67
Leandro Díaz,67,63,58,64,64,61,66
Paul Huntington,67,43,32,38,32,66,76
Lewis McGugan,67,61,70,72,70,52,57
Robert Maah,67,85,65,53,67,42,64
Mark Little,67,84,35,57,65,61,69
Paul Anderson,67,78,60,64,66,45,62
Antoine Devaux,67,47,62,69,66,61,70
Simon Dawkins,67,68,60,63,71,39,62
Calum Woods,67,72,46,59,62,65,68
Adam Hammill,67,74,66,62,70,44,60
Andy Taylor,67,66,46,62,59,65,76
Markus Neumayr,67,72,64,70,68,52,62
Kristoffer Andersen,67,64,57,66,66,59,65
Saud Kariri,67,55,54,66,63,64,75
Francesco Stanco,67,63,64,46,60,34,74
Chris Maguire,67,74,68,65,68,37,71
Matthew Connolly,67,63,48,56,57,69,75
Mauro Cejas,67,67,67,66,68,38,71
Fredrik Nordkvelle,67,75,65,65,69,53,72
Anri Khagush,67,69,33,58,64,64,69
Axel Bellinghausen,67,72,59,66,65,63,76
Hwang Jin Sung,67,70,69,70,68,44,58
Oh Beom Seok,67,76,48,60,62,65,76
Choi Hyo Jin,67,70,58,63,68,64,69
Cho Yong Hyung,67,53,49,60,47,66,63
Gonzalo Prósperi,67,69,50,61,60,70,67
Jason Demetriou,67,77,51,62,64,61,72
Jerold Promes,67,59,51,58,56,66,71
Sebastian Madera,67,32,37,51,44,66,70
Jonas Brix-Damborg,67,53,41,63,54,60,82
Jamie Ward,67,74,67,64,76,41,57
James O'Connor,67,56,39,58,59,65,72
Steven Anderson,67,34,20,49,55,65,73
Luke Varney,67,68,65,60,64,41,70
Simon Cox,67,62,69,60,67,36,67
Steve Colpaert,67,67,33,50,55,67,67
Hakan Aslantaş,67,67,49,61,58,65,69
Håkon Skogseid,67,75,48,59,59,64,72
Kazuhiko Chiba,67,56,34,50,51,65,74
Juan Carlos Núñez,67,52,52,64,67,68,60
Óscar Rojas,67,67,47,64,65,64,65
Claes Phillip Kronberg,67,76,61,61,66,62,70
Mišo Brečko,67,57,38,54,60,70,69
Michael Parensen,67,68,50,62,65,65,72
Mario Sonnleitner,67,69,36,48,51,65,72
Julien Ielsch,67,74,37,59,62,63,64
Christian Valdez,67,65,61,65,64,63,70
Manu,67,66,57,65,62,67,66
Darren Pratley,67,68,61,62,65,61,79
Martin Smedberg-Dalence,67,61,61,72,61,52,73
Adrían Bastía,67,51,64,64,68,65,68
Yuji Nakazawa,67,32,41,61,49,67,62
Danny Olsen,67,76,64,68,67,38,69
Amin Askar,67,76,64,59,71,55,50
Olivier Occéan,67,58,66,55,61,35,82
Simon Poulsen,67,72,46,63,67,64,74
Sékou Baradji,67,50,43,52,55,68,78
Kjetil Wæhler,67,34,35,40,38,66,64
André Danielsen,67,69,56,63,63,63,74
Sebastian Mila,67,34,61,71,68,32,48
Alexandr Pavlenko,67,66,61,67,70,39,52
Igor Shevchenko,67,70,64,51,67,38,70
Juande,67,67,41,60,59,63,73
Serdar Özkan,67,76,64,64,71,28,52
Ferhat Öztorun,67,67,43,59,65,66,67
Gastón Aguirre,67,53,42,43,44,67,66
Fabián Cubero,67,55,56,62,65,72,59
David Toledo,67,65,57,66,69,62,61
Vicente Sánchez,67,65,66,66,69,27,46
Wilson,67,52,64,59,67,45,69
Craig Conway,67,67,63,67,69,46,64
Francisco Torres,67,68,61,66,67,62,68
Chris O'Grady,67,61,66,50,61,31,79
Chris Baird,67,51,51,67,61,73,63
Martin Stoll,67,38,40,44,50,68,62
Björn Vleminckx,67,60,67,56,54,37,74
Orhan Şam,67,67,38,56,64,67,67
Tyrone Mears,67,68,50,65,65,64,68
Ian Henderson,67,64,67,63,71,30,67
Liam Feeney,67,82,59,62,67,44,65
Alessandro Frara,67,55,49,61,66,54,64
Stephen Warnock,67,56,54,59,63,69,70
Matt Taylor,67,46,67,71,67,62,73
Gordon Greer,67,30,28,53,49,67,63
Steffen Hofmann,67,46,64,71,68,46,58
Luke Wilkshire,67,55,61,68,66,66,67
Jon Jönsson,67,57,48,55,53,61,67
Bartholomew Ogbeche,67,61,69,52,63,30,71
Benoît Cheyrou,67,43,62,69,69,65,63
Michel Breuer,67,31,39,51,43,67,67
Jérémie Bréchet,67,28,47,61,40,67,68
Massimo Donati,67,45,57,63,61,64,71
Leandro,67,76,66,61,64,25,70
Simen Søraunet Wangberg,67,56,39,50,46,64,75
Lee Frecklington,67,65,64,66,65,54,71
Krzysztof Sobieraj,67,39,39,54,42,64,70
Ilsinho,67,64,63,65,75,57,66
Maximilian Sauer,67,76,38,58,65,63,59
Hal Robson-Kanu,67,71,67,60,67,37,72
Rey Manaj,67,65,62,49,65,20,62
Ashley Fletcher,67,75,64,39,66,24,69
Jon Toral,67,63,61,68,66,49,63
Maximilian Mittelstädt,67,74,43,61,67,63,59
Abdoulaye Touré,67,31,49,57,52,67,73
Grégory Bourillon,67,35,44,63,52,69,60
Gabriel,67,62,34,41,44,68,70
Gerson,67,69,56,68,74,36,57
Florent Mollet,67,75,59,68,70,54,55
Pablo Martinez,67,68,41,56,58,65,70
Eddy Gnahoré,67,79,62,60,67,56,74
Ulisses Garcia,67,74,31,53,66,62,73
Andrew Hjulsager,67,79,62,64,69,45,66
Onur Bulut,67,78,55,62,64,52,68
Josh Sims,67,83,59,60,71,29,53
Vladlen Yurchenko,67,66,62,68,72,52,54
Gianni Munari,67,35,66,66,63,62,80
Sadiq Umar,67,67,64,50,66,21,60
Mason Holgate,67,76,42,54,65,66,71
Aldo Kalulu,67,91,63,56,73,22,60
Enock Kwateng,67,68,35,61,66,69,58
Terrence Boyd,67,52,69,44,57,30,72
Asdrúbal,67,75,63,59,72,24,77
Raffaele Maiello,67,72,58,65,70,49,65
Habib Diallo,67,65,66,49,66,24,67
Will Keane,67,73,66,55,68,34,61
Marius Wolf,67,85,59,56,67,31,64
Mattia Aramu,67,74,58,65,72,35,57
Pape Cheikh Diop,67,63,60,58,66,62,68
Max Wright,46,70,33,39,47,34,47
Jack Keeble,46,63,20,28,34,46,45
Tom Sawyer,46,64,37,42,47,39,45
Mikey Whelan,46,56,28,30,44,46,46
Josh Lundstram,46,58,35,44,46,45,47
Leslie Sackey,46,49,20,24,31,41,61
Tommy Käßemodel,46,23,42,48,45,36,38
Jordan Young,46,58,47,35,44,20,33
Matthew Foy,46,63,46,36,47,18,36
Harry Clifton,46,67,38,42,46,39,52
Joel Latibeaudiere,47,55,23,30,35,47,50
Simon Bloch Jørgensen,47,45,47,52,52,16,40
Ron Schallenberg,47,63,35,42,48,45,59
Pierce Phillips,47,53,32,46,45,44,49
Kotaro Fujikawa,47,58,32,46,48,45,44
Aaron Conway,47,59,38,42,42,46,49
Alec Byrne,47,61,36,44,46,41,44
Garan Manley,47,53,32,46,45,46,48
Tyler Brownsword,47,59,23,26,33,46,53
Calvin Rogers,47,58,26,34,32,46,52
Dominic Peppard,47,54,24,39,43,44,45
Luke Kiely,47,53,36,49,48,36,46
Joe Payne,47,64,24,30,41,45,57
James Gibbons,47,61,27,31,45,46,56
Kyle Egan,47,58,24,32,48,44,60
Alfie Kilgour,47,54,28,34,38,41,64
Neil McLaughlin,47,68,43,44,46,32,58
Shane Blaney,48,51,18,29,38,47,50
James Doona,48,58,38,46,48,42,52
Zehn Mohammed,48,58,26,28,33,46,57
Ciarán Nugent,48,56,44,45,50,25,44
Luke Dennis,48,59,25,28,29,47,55
Liam Walsh,48,67,45,35,50,18,40
Fatih Ufuk,48,63,33,46,48,44,52
Anes Osmanoski,48,68,37,47,46,39,58
Kavan Cotter,48,66,34,46,46,39,53
Emmet Hughes,48,52,28,35,46,48,53
Shane Blaney,48,51,18,29,38,47,50
Yoshihiro Uchimura,48,39,35,54,51,43,34
Scott Twine,48,52,49,36,46,20,47
Lewis Freestone,48,58,27,30,43,50,54
Momodou Touray,48,54,46,36,45,20,44
Omari Patrick,48,67,45,41,51,20,50
Harry Pickering,48,56,27,34,46,46,59
Jake Evans,48,67,37,45,48,38,54
Ellis Hudson,48,66,34,46,46,40,49
James Doona,48,58,38,46,48,42,52
Ronan Hughes,48,54,37,47,51,45,51
Toby Down,48,64,27,29,42,48,54
Tyrell Robinson,48,62,43,43,49,25,45
Dan Sweeney,48,56,37,45,53,47,53
Sam Todd,49,42,24,31,28,48,56
Billy Sass-Davies,49,59,25,33,38,47,57
Conor Gnerlich,49,64,31,46,53,45,52
Justin Schau,49,60,34,46,46,42,60
Martin Walsh,49,59,45,46,51,29,40
Vilanova,49,64,23,29,33,49,55
Tom Krahnert,49,64,35,46,52,36,54
Luke Slater,49,57,26,34,45,49,50
Mike Calveley,49,65,37,47,49,38,55
Ben Wilmot,49,61,25,32,35,47,60
Clyde O'Connell,49,59,42,47,46,38,45
Hiroyuki Mae,49,57,36,47,46,42,52
Shinya Uehara,49,64,26,35,48,47,64
Taishi Matsumoto,49,59,38,46,49,47,47
Goson Sakai,49,64,25,33,46,47,55
Luke Jordan,49,67,49,39,49,14,51
Arthur Read,49,54,45,48,47,31,49
José Garcés,49,65,25,32,50,46,53
Cameron Salkeld,49,75,38,46,46,31,46
Aaron Bolger,49,68,42,50,50,36,36
Sam Todd,49,42,24,31,28,48,56
Omer Dzonlagic,49,59,50,45,52,26,44
Neşet Bellikli,49,70,36,43,53,27,36
Ronan Wilson,49,47,34,45,47,43,55
Evan Murphy,49,57,25,28,32,48,53
Gary Kinneen,49,51,27,34,42,48,49
Hideo Tanaka,49,49,36,49,47,41,70
Lewis Butroid,49,56,27,29,46,50,53
Maurice Nugent,49,44,28,35,43,52,54
Seán McSweeney,49,52,49,51,43,18,42
Shaun McWilliams,49,69,41,49,52,39,48
Oliver Finney,49,64,37,48,53,39,36
George Malki,49,59,35,49,48,41,52
Oliver Kjærgaard,50,65,44,50,55,34,50
Jakob Johansson,50,55,53,38,47,18,52
Collins Tanor,50,59,39,48,48,39,48
Chris Sang,50,63,48,37,48,18,45
Filip Jazvić,50,52,40,54,47,47,58
Alexey Kuchin,50,53,30,34,37,48,57
George Lloyd,50,74,49,40,54,17,52
Jack McMenemy,50,71,48,36,49,19,51
Ziad Al Haniti,50,59,24,28,29,49,59
Ahkeem Rose,50,73,48,38,48,30,45
Mark Zettl,50,73,36,44,51,22,50
Tomas Totland,50,56,29,33,53,50,56
Izer Aliu,50,65,31,46,53,19,38
Leon Demaj,50,71,50,40,56,17,42
Sebastian Klaas,50,70,39,48,50,38,50
Florian Wiedl,50,67,25,34,48,48,47
Tom Anderson,50,72,36,46,49,38,52
Steven Sessegnon,50,64,28,31,47,51,50
Josh Earl,50,73,43,45,58,41,48
Leopold Krueger,50,72,42,46,49,24,52
Noah Blasucci,50,51,52,38,56,18,27
Ismail Esen,50,54,39,48,50,42,54
Ardian Berisha,50,49,47,33,43,27,69
Jonathan Svedberg,50,62,36,48,48,41,58
Anders Junge,50,74,50,42,46,18,45
Olly Mehew,50,56,50,39,46,20,49
Gustav Marcussen,50,67,39,47,47,42,52
Ross Woodcock,50,69,29,39,41,46,55
James Goff,50,56,45,46,53,22,49
Jordan Simpson,50,67,33,46,50,37,50
Declan Sharkey,50,64,47,42,55,24,44
Steven Nolan,50,62,46,44,52,26,40
Sam Bone,50,50,21,26,31,50,61
Mads Roerslev,50,60,28,41,48,45,56
Kealan McDermott,50,38,24,36,38,49,61
John Mahon,50,50,23,33,33,51,52
Gareth Doherty,50,51,37,52,48,39,44
Dean Dillon,50,57,41,54,50,35,50
Teit Jacobsen,50,58,37,47,48,41,62
Michel Termanini,50,58,23,26,32,49,57
Jordan Holt,50,65,42,46,49,43,58
Nicolai Dohn,50,64,35,47,47,41,53
Ephron Mason-Clark,50,81,38,42,56,24,48
Eoghan Dempsey,50,49,24,29,33,50,55
Reagan Ogle,50,67,26,39,44,46,67
Reece Fielding,50,58,34,47,48,44,57
Giulio Fasolo,50,51,49,48,60,17,40
Giacomo Satalino,50,48,53,46,50,24,54
Tom Lowery,50,64,42,49,54,38,50
Jamie Gray,50,65,49,37,47,15,45
Jamie Aherne,50,57,47,42,52,27,41
Mark McKee,50,56,50,39,45,31,61
Jakob Johansson,50,55,53,38,47,18,52
Josh Thomas,50,67,34,48,52,39,46
Mads Emil Madsen,50,55,40,46,51,36,57
Emil Solnørdal,50,58,39,47,54,41,52
Yanick Guerchadi,50,60,36,48,49,52,48
Jordan Storey,50,63,26,26,30,51,59
Krzysztof Miroszka,50,69,38,48,50,41,52
Mohammed Al Saeed,50,57,41,51,56,30,42
Bardhec Bytyqi,50,58,24,34,48,47,55
Ali Kabacalman,50,58,34,47,52,48,46
Oliver Kjærgaard,50,65,44,50,55,34,50
Omar Salman Al Suhaymi,50,47,33,42,42,49,54
Benjamin Hvidt,50,48,41,48,53,51,50
Keith Dalton,50,61,44,43,52,23,37
Tyreeq Bakinson,50,57,45,47,53,43,55
Kerr Waddell,50,56,28,27,32,48,61
Shinji Yamaguchi,50,77,28,30,44,48,44
Atsushi Kurokawa,50,76,36,47,49,40,45
Shota Yomesaka,50,72,45,45,51,32,46
Collins Tanor,50,59,39,48,48,39,48
Saleh Al Amrani,50,58,25,32,42,50,59
Emil Ødegaard,50,51,49,51,53,42,41
Abdullah Dawshi,50,41,37,53,52,36,57
Szczepan Kogut,50,60,49,36,45,19,59
Greg Olley,50,55,40,50,49,46,59
Billy Reeves,50,62,42,52,51,32,52
Mikkel Mejlstrup Pede...,50,60,52,42,53,48,50
Ryan Wintle,50,62,47,48,57,39,42
Noel Burdett,50,53,47,39,51,18,50
Hamad Al Mansour,50,65,39,49,46,40,67
Terence Vancooten,51,61,27,36,48,50,59
Ally Gilchrist,51,60,53,40,53,51,48
Stepan Safronov,51,59,26,32,35,52,54
Jack Egan,51,72,43,45,50,24,47
Theo Widdrington,51,65,40,54,52,35,45
Curtis Tilt,51,59,23,30,34,53,52
Gregory Moorhouse,51,55,54,34,46,18,52
Panutche Camará,51,79,51,37,49,18,43
Matheus Cunha,51,63,52,41,55,19,47
Antonios Papadopoulos,51,59,27,26,38,49,63
Semir Šarić,51,66,40,46,57,30,49
Terence Vancooten,51,61,27,36,48,50,59
Tobias Kraulich,51,53,40,44,49,49,67
Leo Petri,51,62,31,37,43,50,57
Niklas Kern,51,38,26,33,36,49,54
Marcel Ruschmeier,51,63,22,29,34,47,64
Maximilian Weiß,51,63,38,54,50,39,60
Jordan Morris,51,73,43,43,54,22,45
Tim Schels,51,61,32,47,55,46,57
Frederik Roepstorff,51,55,42,50,58,33,51
Eoin McCormack,51,62,51,36,49,18,51
Essam Salamoun,51,65,37,44,57,26,44
Morten Hegaard,51,43,20,34,42,45,74
Nicolas Mortensen,51,49,51,36,49,26,62
Jakob Gesien,51,68,38,47,57,22,39
Leon Fesser,51,60,24,25,30,49,63
Sean O'Mahony,51,44,23,28,31,50,60
Alex Perry,51,54,35,47,49,47,56
Steven Yawson,51,74,41,42,53,29,47
Jamie Hamilton,51,56,46,51,54,40,41
Jon Moran,51,63,22,27,30,52,59
Darnell Smith,51,64,24,28,31,50,59
Lewis Reilly,51,53,50,40,49,18,43
Takeaki Harigaya,51,68,41,53,52,38,41
Andronicos Georgiou,51,66,48,34,51,21,46
Tobias Damsgaard,51,58,32,42,53,48,50
Alexander Jallow,51,70,27,33,52,46,56
Anthony Hartigan,51,65,51,50,52,38,51
Kim Hyun Tae,51,57,41,53,43,48,58
Ryohei Michibuchi,51,63,39,44,53,43,67
Jack Keaney,51,59,42,48,53,43,51
Magnus Kofod Andersen,51,68,43,52,58,33,44
Daichi Akiyama,51,63,41,52,51,43,57
Shin Mitsuzaki,51,65,38,53,51,47,52
Ryotaro Meshino,51,60,50,37,52,15,49
Riku Yamada,51,61,24,36,40,52,60
Jamie Hollywood,51,61,43,49,50,28,38
Thomas De Villardi,51,63,44,49,52,42,57
Dylan Dykes,51,60,34,51,51,52,50
Ahmet Muhamedbegovic,51,60,25,29,31,50,57
Pontus Almqvist,51,70,40,50,54,39,48
Ben Hedley,51,64,41,49,48,41,58
Hassan Sharahili,51,68,52,36,50,20,49
Silvan Sidler,51,61,30,32,48,52,55
Owen Dale,51,76,49,36,45,18,51
Hussain Al Radhi,51,51,23,41,36,52,58
Ross Sykes,51,60,22,32,36,48,64
Bartosz Gęsior,51,63,40,51,50,46,48
Adrian Pikul,51,61,33,52,51,47,54
Osama Saleem Al Saleem,51,55,38,47,48,48,60
Jeppe Gertsen,51,52,24,26,33,50,56
Ashley Nadesan,51,53,53,36,44,19,49
Paul Doyle,51,54,34,49,53,41,54
Ross Cunningham,51,62,39,49,51,42,59
Emil Damgaard,51,62,28,40,51,51,53
Darragh Noone,51,54,43,47,51,44,54
Dan Turner,51,61,50,44,51,23,38
Shaun Want,51,56,27,29,31,52,58
Callum Maycock,51,65,40,48,48,43,59
Junya Higashi,51,79,24,25,34,49,60
Takanori Maeno,51,57,27,37,46,48,53
Sultan Abdullah Al Gh...,51,44,42,51,53,46,55
Adam Fägerhag,51,62,37,48,51,41,57
Edin Øy,51,57,48,51,51,38,49
Will Mannion,51,54,41,46,53,33,51
Justin Amaluzor,51,85,43,40,53,21,63
Conor McCarthy,51,53,28,34,33,50,59
Jack Dyche,51,60,49,42,52,44,58
Killian Brouder,51,49,22,33,31,50,54
Michael O'Connor,51,55,51,36,50,22,46
Taylor Hunter,51,52,23,30,29,52,50
Charlie Kirk,51,70,41,43,55,28,52
Tom Smith,51,60,39,50,49,42,52
Ally Gilchrist,51,60,53,40,53,51,48
Rhys Browne,51,85,43,38,52,22,55
Kofi Schulz,51,61,47,40,48,52,60
Jordan Tillson,51,62,31,48,54,56,62
Brian Barry-Murphy,51,33,35,61,47,46,46
Barry Cotter,52,67,35,42,52,49,62
Warren O'Hora,52,51,25,32,36,50,61
Carlton Ubaezuonu,52,74,39,43,51,44,45
Kane Wilson,52,63,27,33,54,49,53
Rory Hale,52,52,42,50,55,41,57
James Barrigan,52,58,53,34,51,18,51
Pablo Sabbag,52,51,54,34,45,21,58
Nikita Zotov,52,58,39,49,52,50,54
Lachlan Barr,52,60,23,28,31,54,54
Jez Bedford,52,71,38,48,56,34,40
Kalle Ekman,52,64,52,37,46,16,49
Liam Nash,52,75,52,37,46,17,52
Dardan Karimani,52,67,37,51,53,35,50
Morgan Penfold,52,69,52,37,48,18,46
Paul Schmieder,52,55,27,42,42,50,52
Mathias Andersen,52,67,27,34,48,51,53
Eoin Toal,52,48,19,32,44,51,56
Sandro Ingolitsch,52,62,29,38,54,47,55
Tim Möller,52,71,43,44,53,24,56
Alexander Fioretos,52,54,33,50,53,49,63
Daniel Thøgersen,52,74,28,37,49,47,43
Akeel Francis,52,66,49,32,43,25,67
Damir Mehmedovic,52,67,30,33,50,53,56
Julian Püschel,52,66,26,34,49,50,45
Kevin Tshiembe,52,61,24,35,35,50,60
Ruben Vargas,52,66,46,46,57,29,41
Chris Camwell,52,65,36,45,52,51,51
Chris Gallagher,52,63,49,52,54,34,55
Mats Holt,52,52,29,30,40,51,60
Christian Theoharous,52,61,48,47,54,22,35
Rasmus Vinderslev,52,58,37,48,53,42,57
Saad Al Khayri,52,72,28,29,45,52,56
Barry Cotter,52,67,35,42,52,49,62
Cathal Farren,52,65,49,35,46,20,58
Aron Dønnum,52,66,41,50,48,43,54
Sebastian Hausner,52,55,26,37,37,49,58
David Cancola,52,54,35,52,51,47,54
Kengo Ishii,52,68,51,44,56,23,38
Ryuji Kawai,52,42,36,48,45,54,40
Isao Homma,52,58,31,45,48,52,45
Mohammed Al Zubaidi,52,75,28,36,47,48,50
Lucas Haren,52,75,42,46,53,26,48
Jose Hernandez,52,67,49,55,50,31,49
Dan Vann,52,61,29,34,39,48,62
Matthew Gillam,52,64,49,37,55,18,48
Kasper Lunding,52,66,41,43,57,28,46
Joe Iaciofano,52,74,49,40,55,18,43
Erik Tobias Sandberg,52,58,27,28,34,51,54
Marwan Baze,52,67,39,51,51,42,52
Carlton Ubaezuonu,52,74,39,43,51,44,45
Samuel Shashoua,52,77,40,46,58,30,38
Harry Darling,52,71,22,29,34,50,62
Adin Bukva,52,60,49,46,60,19,45
Toby Sibbick,52,68,28,41,46,50,62
Jan Havlena,52,55,41,49,48,38,62
Ali Ahmed Al Eid,52,54,48,44,56,33,54
Muteb Al Mutairi,52,55,24,30,31,49,65
Abdullah Al Shammari,52,64,43,54,50,35,46
Warren O'Hora,52,51,25,32,36,50,61
Abdullah Al Yousif,52,55,37,46,44,52,57
Aaron Comrie,52,61,30,36,51,51,51
Kane Wilson,52,63,27,33,54,49,53
Ibrahim Fahad Al Shuayl,52,64,43,54,52,46,49
Florian Fischerauer,52,68,46,54,54,38,36
Jacob Buus,52,65,29,37,50,49,51
Emil Bohinen,52,54,41,51,61,37,51
Rory Oliver,52,64,40,53,52,39,50
Manuel Martic,52,50,42,49,52,48,65
Jeong Seung Won,52,52,51,49,52,29,54
John Kitolano,52,76,29,41,52,44,56
Hussain Al Khulaif,52,38,18,36,35,52,57
Kye Rowles,52,67,24,33,35,49,56
Harry Phillips,52,68,44,46,58,30,52
Tyler Garratt,52,60,27,31,50,55,53
Paul Kalambayi,52,53,22,28,30,51,63
Mikey Place,52,71,48,53,57,38,49
Shohei Takahashi,52,65,26,29,31,52,58
Kazune Kubota,52,77,32,46,56,51,44
Naoya Senoo,52,66,47,44,58,35,40
Diallang Jaiyesimi,52,75,46,46,55,26,50
James Penrice,52,61,29,35,46,53,57
Callum Brittain,52,74,46,44,55,37,51
Hubert Adamczyk,52,70,47,53,64,29,47
Raphael Sylvain Mirval,52,48,52,40,50,19,41
Henrik Kristiansen,52,57,41,52,53,41,57
Daniel Devine,52,69,36,49,56,49,54
Jack Boyle,52,57,48,48,57,26,51
Nico Cotton,52,74,51,42,58,23,34
Conor Melody,52,65,45,47,54,32,45
Wesley Fonguck,52,74,42,50,54,46,68
Rory Hale,52,52,42,50,55,41,57
Jamie Lindsay,52,64,38,55,49,46,60
Russell Dingwall,52,52,54,41,50,19,46
Jack Sowerby,52,53,51,48,58,20,51
Kristopher da Graca,52,59,23,34,34,51,58
Levi Sutton,52,65,34,49,54,48,59
Alex Byrne,52,65,47,54,53,39,47
Dominic Docherty,52,63,40,50,51,42,59
Elhadj Ciss,52,51,36,50,54,50,52
Perry Ng,52,59,22,35,37,51,58
Matthew Jay,52,76,50,34,53,22,42
Marcus Harness,52,67,51,46,55,24,44
Khaled Al Hamdhi,52,66,42,51,52,39,53
Kleton Perntreou,52,55,50,49,54,25,51
Sebastian Ohlsson,52,54,50,43,57,28,47
Aryan Tajbakhsh,52,66,44,50,54,38,53
Christopher Mulhall,52,55,50,54,52,48,67
Abdulaziz Majrashi,53,58,34,47,49,48,60
Danny Kane,53,50,23,29,34,53,58
Dylan Mottley-Henry,53,78,41,44,53,25,41
Joshua Umerah,53,55,51,40,50,22,58
Ha Chang Rae,53,47,25,30,36,52,63
Aidan Keena,53,72,48,43,50,26,55
Eberechi Eze,53,60,46,47,56,37,54
Frank Onyeka,53,68,43,53,53,45,61
Mark Harris,53,58,42,57,52,37,52
Eberechi Eze,53,60,46,47,56,37,54
Lukas Talbro,53,71,26,32,47,53,58
Mads Bech Sörensen,53,67,32,42,52,49,64
Erik Sarmiento,53,70,39,51,55,46,54
Kim Yong Jin,53,55,44,32,45,42,67
Luke Higham,53,64,28,37,50,52,57
Kirill Arshanskiy,53,70,40,41,52,49,54
Kyle McClean,53,67,44,54,60,36,49
Marius Bildøy,53,66,53,52,53,36,49
Vesel Demaku,53,57,35,53,51,49,51
Enoch Banza,53,65,54,46,55,18,45
Mohammed Al Khaibari,53,70,44,49,58,38,40
Herman Solberg Nilsen,53,50,52,38,48,18,53
Ci Tian,53,61,51,42,57,19,34
Pascal Schoch,53,68,53,35,49,24,63
Reece Deakin,53,52,55,35,46,17,52
Maren Haile-Selassie,53,75,27,47,57,21,40
Yannik Nuxoll,53,53,24,28,34,51,63
Andreas Skov Olsen,53,74,45,49,54,26,47
Tim Mannek,53,53,51,35,45,29,69
Dario Ulrich,53,66,49,47,56,40,44
Yassin Maouche,53,62,39,47,59,41,63
Albin Sadrijaj,53,39,18,25,41,53,57
Lukas Scherff,53,70,27,41,50,50,54
